"";"year_n";"monthf";"month";"id_polygon";"effort_km";"Ardenna_gravis_Aves";"Haematopus_palliatus_Aves";"Himantopus_himantopus_Aves";"Larus_dominicanus_Aves";"Procellaria_Aves";"Procellaria_aequinoctialis_Aves";"Puffinus_Aves";"Puffinus_puffinus_Aves";"Stercorarius_Aves";"Sula_leucogaster_Aves";"Thalassarche_chlororhynchos_Aves";"Pontoporia_blainvillei_Mammalia";"Caretta_caretta_Reptilia";"Chelonia_mydas_Reptilia";"Fregata_magnificens_Aves";"Procellariiformes_Aves";"Sterna_Aves";"Sterna_hirundo_Aves";"Lagenodelphis_hosei_Mammalia";"Sula_Aves";"Thalassarche_Aves";"Calonectris_borealis_Aves";"Stercorarius_longicaudus_Aves";"Thalasseus_sandvicensis_Aves";"Thalasseus_maximus_Aves";"Spheniscus_magellanicus_Aves";"Stenella_frontalis_Mammalia";"Tursiops_truncatus_Mammalia";"Procellariidae_Aves";"Calonectris_Aves";"Lepidochelys_olivacea_Reptilia";"Sotalia_guianensis_Mammalia";"Steno_bredanensis_Mammalia";"Macronectes_Aves";"Thalassarche_melanophris_Aves";"Cheloniidae_Reptilia";"Rynchops_niger_Aves";"Eretmochelys_imbricata_Reptilia";"Megaptera_novaeangliae_Mammalia";"Delphinidae_Mammalia";"Dermochelys_coriacea_Reptilia";"Cryptodira_Reptilia";"Stenella_Mammalia";"Anous_stolidus_Aves";"Odontoceti_Mammalia";"Anous_Aves";"Chelonia_Reptilia";"Catharacta_maccormicki_Aves";"Calidris_fuscicollis_Aves";"Calidris_canutus_Aves";"Charadrius_semipalmatus_Aves";"Tringa_solitaria_Aves";"Calidris_alba_Aves";"Macronectes_giganteus_Aves";"Daption_capense_Aves";"Pachyptila_desolata_Aves";"Diomedea_epomophora_Aves";"Oceanites_oceanicus_Aves";"Tringa_melanoleuca_Aves";"Ardenna_grisea_Aves";"Larus_maculipennis_Aves";"Aves_Aves";"Catharacta_chilensis_Aves";"Larus_cirrocephalus_Aves";"Suliformes_Aves";"Thalasseus_Aves";"Diomedeidae_Aves";"Stercorarius_antarcticus_Aves";"Pachyptila_belcheri_Aves";"Pachyptila_Aves";"Pterodroma_incerta_Aves";"Sterna_hirundinacea_Aves";"Balaenoptera_acutorostrata_Mammalia";"Macronectes_halli_Aves";"Delphinus_Mammalia";"Charadrius_collaris_Aves";"Balaenoptera_edeni_Mammalia";"Larus_Aves";"Balaenopteridae_Mammalia";"Kogia_breviceps_Mammalia";"Balaenoptera_Mammalia";"Charadriiformes_Aves";"Stercorarius_parasiticus_Aves";"Sterna_trudeaui_Aves";"Mysticeti_Mammalia";"Fulmarus_glacialoides_Aves";"Laridae_Aves";"Spheniscidae_Aves";"Stercorariidae_Aves";"Pterodroma_mollis_Aves";"Kogia_Mammalia";"Himantopus_Aves";"Pterodroma_Aves";"Calonectris_edwardsii_Aves";"Pluvialis_dominica_Aves";"Cetacea_Mammalia";"Xema_sabini_Aves";"Testudines_Reptilia";"Stenella_longirostris_Mammalia";"Kogia_sima_Mammalia";"Procellaria_conspicillata_Aves";"Calidris_Aves";"Stercorarius_pomarinus_Aves";"Orcinus_orca_Mammalia";"Oceanites_Aves";"Phocoena_dioptrica_Mammalia";"Spheniscus_Aves";"Balaenoptera_physalus_Mammalia";"Delphinus_delphis_Mammalia";"Sula_dactylatra_Aves";"Physeter_macrocephalus_Mammalia";"Tursiops_Mammalia";"Larus_atlanticus_Aves";"Halobaena_caerulea_Aves";"Pachyptila_vittata_Aves";"Eubalaena_australis_Mammalia";"Hydrobatidae_Aves";"Stenella_coeruleoalba_Mammalia";"Pterodroma_arminjoniana_Aves";"Diomedea_Aves";"Ziphius_cavirostris_Mammalia";"Onychoprion_fuscatus_Aves";"Reptilia_Reptilia";"Sphenisciformes_Aves";"Stenella_clymene_Mammalia";"Pseudorca_crassidens_Mammalia";"total";"totalTurtles";"totalBirds";"totalMammals";"totalTurtlesRare";"totalBirdsRare";"totalMammalsRare"
"177";"Year1";"Sep";"9";"17";4883,91;0;0;0;1;0;0;0;2;0;1;1;3;2;19;0;1;0;0;0;0;0;0;0;2;0;4;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;24;15;5;0;3;0
"178";"Year1";"Sep";"9";"18";1880,64;0;0;0;0;0;0;0;2;0;3;0;0;0;21;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;24;11;0;0;2;0
"179";"Year1";"Sep";"9";"19";2118,57;0;0;0;0;0;0;0;0;0;3;0;0;0;18;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;18;7;1;0;0;0
"180";"Year1";"Sep";"9";"20";2188,83;0;0;0;0;0;0;0;1;0;4;0;0;0;27;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;27;10;1;0;2;0
"181";"Year1";"Oct";"10";"1";998,37;0;1;0;19;0;1;0;16;1;1;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;1;78;3;0;5;0
"182";"Year1";"Oct";"10";"2";451,35;1;0;0;1;0;2;1;9;0;1;0;1;1;1;0;0;1;0;0;0;1;0;1;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;2;40;1;0;3;0
"183";"Year1";"Oct";"10";"3";309,29;0;0;0;6;0;0;1;1;0;1;0;0;1;12;4;0;3;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;13;39;0;0;1;0
"184";"Year1";"Oct";"10";"4";139,53;0;0;0;5;0;0;1;4;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1;30;0;0;0;0
"185";"Year1";"Oct";"10";"5";358,36;0;0;0;5;0;0;0;5;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;2;26;0;0;1;0
"186";"Year1";"Oct";"10";"6";375,73;0;0;0;2;0;0;0;5;0;0;0;0;0;20;1;0;4;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;20;18;0;0;1;0
"187";"Year1";"Oct";"10";"7";582,04;0;0;0;5;0;2;0;5;0;1;3;4;3;10;1;0;9;3;0;0;0;0;0;2;0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;13;47;4;0;9;0
"188";"Year1";"Oct";"10";"8";163,73;0;0;0;1;0;0;0;2;0;2;1;2;1;10;1;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;11;16;2;0;4;0
"189";"Year1";"Oct";"10";"9";51,17;0;0;0;1;0;2;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;16;0;0;1;0
"190";"Year1";"Oct";"10";"10";368,33;0;0;0;1;0;0;0;5;0;0;0;1;2;6;1;0;0;0;0;0;1;0;0;0;0;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;8;21;2;0;1;0
"191";"Year1";"Oct";"10";"11";1948,69;1;0;0;1;0;0;0;13;0;2;2;0;2;13;1;0;1;0;0;0;0;0;0;0;0;14;0;1;0;0;0;1;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;16;39;3;1;2;0
"192";"Year1";"Oct";"10";"12";2519,19;0;0;0;1;0;1;0;19;0;1;0;1;3;14;0;0;0;1;0;0;0;0;0;2;0;9;0;2;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;18;36;5;0;4;0
"193";"Year1";"Oct";"10";"13";415,25;0;0;0;0;0;0;0;1;0;3;0;0;1;7;9;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;1;0;0;0;19;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;29;48;4;1;0;0
"194";"Year1";"Oct";"10";"14";801,36;0;0;0;1;0;2;3;13;0;1;0;1;0;20;0;1;0;0;0;0;0;0;0;0;0;19;0;0;1;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;24;44;2;1;0;0
"195";"Year1";"Oct";"10";"15";1086,51;0;0;0;0;0;0;1;14;0;1;4;1;2;18;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;21;60;5;0;1;1
"196";"Year1";"Oct";"10";"16";78,42;0;0;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;1;0;0;0;0
"197";"Year1";"Oct";"10";"17";3077,69;0;0;0;2;0;0;0;19;0;2;3;3;6;50;0;2;0;0;0;0;0;0;0;1;0;13;0;0;2;0;3;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;60;47;5;1;1;0
"198";"Year1";"Oct";"10";"18";2108,56;0;0;0;3;0;0;0;20;0;9;1;0;2;57;1;0;0;0;0;0;0;0;0;0;0;15;1;0;0;0;3;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;64;54;3;1;3;0
"199";"Year1";"Oct";"10";"19";3185,49;0;0;0;1;0;0;0;13;0;14;0;2;0;35;1;0;0;0;0;0;0;0;0;1;0;8;0;0;0;0;1;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;37;40;4;1;2;0
"200";"Year1";"Oct";"10";"20";2604,67;0;0;0;0;0;0;0;11;0;2;1;5;1;34;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;36;23;7;1;0;1
"201";"Year1";"Nov";"11";"1";946,5;1;0;0;16;0;6;0;68;9;0;16;7;3;9;0;1;0;1;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161;12;140;9;0;6;1
"202";"Year1";"Nov";"11";"2";518,83;1;0;0;5;0;1;4;15;3;1;9;1;0;13;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;13;56;1;0;2;0
"203";"Year1";"Nov";"11";"3";414,44;0;0;0;5;0;2;2;5;0;1;1;0;0;27;0;0;0;0;0;0;1;0;0;0;0;6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;27;26;0;0;1;0
"204";"Year1";"Nov";"11";"4";683,42;0;0;0;16;0;3;0;12;0;1;5;1;0;17;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;18;46;3;0;0;0
"205";"Year1";"Nov";"11";"5";411,78;0;0;0;10;0;1;1;14;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;5;33;1;0;1;0
"206";"Year1";"Nov";"11";"6";687,79;0;0;0;6;0;1;0;16;0;0;0;3;0;23;1;0;2;0;0;0;0;0;0;0;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;23;32;4;0;1;0
"207";"Year1";"Nov";"11";"7";941,45;0;0;0;4;0;2;0;7;0;0;4;4;1;31;2;0;1;3;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;32;36;4;0;5;0
"208";"Year1";"Nov";"11";"8";1802,72;0;0;0;4;0;0;1;13;0;3;3;4;3;37;5;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;40;34;5;0;0;0
"209";"Year1";"Nov";"11";"9";947,51;0;0;0;4;0;5;0;22;1;4;5;1;3;16;5;1;0;0;0;0;2;0;0;0;0;15;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;19;69;1;0;0;0
"210";"Year1";"Nov";"11";"10";826,46;0;0;0;1;0;0;0;6;0;2;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;13;16;1;0;2;0
"211";"Year1";"Nov";"11";"11";1487,46;0;0;0;1;0;0;0;21;0;2;1;1;1;6;4;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;7;34;1;0;2;0
"212";"Year1";"Nov";"11";"12";1765,8;0;0;0;3;0;1;0;54;1;3;0;0;2;17;2;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;5;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;19;79;5;0;2;0
"213";"Year1";"Nov";"11";"13";406,69;0;0;0;0;0;1;0;29;0;3;2;0;1;6;0;0;0;0;0;0;0;0;0;0;0;13;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;8;49;3;0;0;0
"214";"Year1";"Nov";"11";"14";769,24;0;0;0;0;0;0;1;43;0;1;0;0;0;10;2;0;1;0;0;0;0;0;0;0;0;7;0;1;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;10;58;4;0;0;0
"215";"Year1";"Nov";"11";"15";1108,74;1;0;0;0;0;0;7;68;0;3;4;1;0;13;3;0;0;0;0;0;1;0;0;0;0;20;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;14;114;1;1;4;0
"216";"Year1";"Nov";"11";"16";313,68;0;0;0;0;0;0;0;5;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;6;7;0;0;0;0
"217";"Year1";"Nov";"11";"17";1994,1;0;0;0;4;0;5;13;187;0;10;3;8;2;36;4;0;0;1;0;0;0;0;0;2;1;14;1;0;3;0;2;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;45;256;10;0;6;0
